Id,SalePrice
1461,131323.6076093444
1462,208852.1447085188
1463,156834.56025198248
1464,190780.9437850085
1465,153729.086668131
1466,162458.97123826004
1467,156824.61695566948
1468,124293.40556793119
1469,132207.6842257775
1470,119086.63018809272
1471,208134.02907136548
1472,63390.47388158159
1473,96434.49285548883
1474,135929.47978964465
1475,66255.33869772994
1476,382110.79544995504
1477,249610.7358187558
1478,340605.29247586575
1479,317637.83768182446
1480,491758.90296311124
1481,359792.2002473025
1482,222369.50555096217
1483,157564.796447918
1484,190420.2237065467
1485,174247.44602085697
1486,169386.22989705537
1487,405345.74157948984
1488,236404.8136175501
1489,201566.89264419867
1490,294470.201804107
1491,205504.34071192105
1492,162964.0714473875
1493,209515.98801802602
1494,273067.433774893
1495,285130.94222140027
1496,324767.92589680804
1497,212323.19003717304
1498,214472.93666691743
1499,138389.02698101968
1500,194966.95571578047
1501,214266.17776113894
1502,221374.85428549667
1503,365781.99437485146
1504,317725.289179009
1505,255033.5201181706
1506,185488.22069033718
1507,228964.95154446288
1508,170131.1182905074
1509,130051.15242296415
1510,85210.78834963923
1511,131559.91914937535
1512,148678.00567889208
1513,75632.74842592336
1514,170304.92646319448
1515,117390.7913910245
1516,165610.41234784108
1517,114939.96019491435
1518,117467.40345173024
1519,203026.1222104429
1520,157174.14254449878
1521,123097.78378117585
1522,117980.7328526787
1523,136953.52224016044
1524,143500.59468840415
1525,213365.99891815326
1526,117526.9720631971
1527,175824.7681481819
1528,157882.15187598002
1529,141663.6347572023
1530,204361.3658119688
1531,180150.26664841498
1532,170708.52991395752
1533,237288.40718476148
1534,90096.79643106683
1535,162428.63774751598
1536,213738.73750987166
1537,175311.03145517292
1538,126330.93584192771
1539,17914.147006145882
1540,118182.0138458096
1541,85347.74624888483
1542,178592.28419207397
1543,131932.10093580486
1544,183683.56043395703
1545,256518.49577217357
1546,194990.60082746763
1547,223265.26179394693
1548,156294.49795278284
1549,99322.69116391124
1550,192052.79179758835
1551,184025.05158935313
1552,200173.79686068423
1553,62655.68039620471
1554,201696.06418377277
1555,139152.07680725656
1556,96750.58355096176
1557,95746.23752453232
1558,113405.71674060868
1559,70177.30660552085
1560,139442.40745198668
1561,64847.08297558857
1562,139619.95561520263
1563,130701.66644233643
1564,173086.78071049316
1565,161539.33879026337
1566,201531.37015537862
1567,111784.77981032825
1568,286118.89871436224
1569,157903.4493964978
1570,113222.86481969031
1571,152987.14845392422
1572,99403.41269962607
1573,196854.9381886344
1574,24967.247735857134
1575,136803.92084264496
1576,295081.4978657793
1577,121686.97951416897
1578,79038.46978192693
1579,52861.00352063774
1580,175175.75299948145
1581,146871.05530931515
1582,119209.1923824459
1583,288332.98795163544
1584,218543.68261423986
1585,131258.11724114546
1586,195543.12563903927
1587,149991.66211626524
1588,145464.01161484886
1589,71186.26340814329
1590,129760.32073431124
1591,107659.32270599283
1592,70131.54257841136
1593,149477.30639640085
1594,127922.81973959673
1595,53890.83796240401
1596,159752.61097466183
1597,117300.56440664346
1598,161923.59195352063
1599,107956.19444256439
1600,122767.60435045522
1601,166918.95666498586
1602,131508.17055565707
1603,120567.72798844021
1604,243237.02176827815
1605,239476.08808997512
1606,141582.00478084048
1607,105695.12731673331
1608,284754.47764779616
1609,142934.29295889632
1610,85377.2421824383
1611,135552.59367664822
1612,147606.4066708482
1613,119162.80860727765
1614,143301.07227355705
1615,107783.48577816015
1616,76204.57025540755
1617,133714.60082856152
1618,129055.86161186207
1619,83700.96082135291
1620,53798.11382420647
1621,66687.31875919191
1622,122566.73148695884
1623,198752.05156377505
1624,209726.92330834776
1625,113761.62948873675
1626,150848.55282919505
1627,208093.3001523167
1628,282783.2836860915
1629,144174.8797967424
1630,366599.0428850513
1631,218884.79034551053
1632,245335.69868706647
1633,143838.64832720012
1634,170105.80523920938
1635,165631.3564476504
1636,119925.6850439672
1637,196601.46811993577
1638,182078.7710164077
1639,153791.78525413247
1640,217747.8718874125
1641,173108.55870889683
1642,249883.28098101646
1643,297587.545761286
1644,233620.402638957
1645,344422.09255908977
1646,158407.75911267224
1647,163015.7329659296
1648,61558.53822894715
1649,117872.97836931045
1650,146137.43157694442
1651,131679.23638668822
1652,106263.86608377389
1653,125662.22850704474
1654,124601.96136492702
1655,136865.3608790847
1656,122734.45781993572
1657,127547.21711352767
1658,128501.32870810053
1659,134881.91370856616
1660,160370.1074448303
1661,452248.80735992006
1662,356618.77219601726
1663,361766.9075801599
1664,443560.9546202142
1665,307099.53366718924
1666,370344.1333799929
1667,376256.8837017838
1668,353261.901122917
1669,282421.7807426249
1670,370689.1132175169
1671,316850.5998910292
1672,443506.7670583834
1673,291814.36829997064
1674,239203.0063777355
1675,224749.35880337155
1676,211268.8529610014
1677,222363.5555357358
1678,390152.94860981224
1679,423322.54898084205
1680,387301.27986180776
1681,282316.1775580282
1682,340718.13132060115
1683,193897.71724851558
1684,151468.9235615037
1685,182103.3272146454
1686,200532.65944896988
1687,153326.56838641077
1688,194697.4652684459
1689,204625.92240954225
1690,198533.38246396004
1691,205384.34052619856
1692,277287.7200184313
1693,155436.04849675111
1694,174415.45071338216
1695,100056.94917876575
1696,338462.573339862
1697,119011.39704002348
1698,351050.64856497396
1699,319730.94306044286
1700,234060.95500048017
1701,297412.74967593583
1702,275843.45239242533
1703,303066.6332554267
1704,264139.1683508406
1705,274336.75297816814
1706,407097.7229128688
1707,281626.8441289299
1708,226726.86911608843
1709,340606.3040932834
1710,238370.147893904
1711,302973.1048073455
1712,339240.70110969123
1713,306232.03190338257
1714,219632.5078489695
1715,238155.4689292656
1716,115971.93011962803
1717,92218.16081400658
1718,7246.2913224559
1719,200424.07504443493
1720,253006.66616072477
1721,110982.3574698353
1722,5750.042951141
1723,102218.46555732231
1724,212734.05789694516
1725,270064.7716336612
1726,131067.81914459585
1727,120668.89432732308
1728,137998.4379730068
1729,116364.85861336261
1730,101896.83173587463
1731,178672.249227317
1732,105858.63227437921
1733,119343.37931198679
1734,94691.61081750736
1735,105006.5030115255
1736,197970.6414935089
1737,241906.91511080356
1738,184892.70897737378
1739,318142.81584355683
1740,321956.47118926415
1741,255371.84694961243
1742,191421.1569091775
1743,213094.0177560913
1744,257447.13845732473
1745,80205.93791516153
1746,132059.84653995524
1747,188267.24928524927
1748,222015.7151547388
1749,158043.91418715275
1750,147945.194059852
1751,303480.5118377467
1752,150812.4066524678
1753,90131.0515521193
1754,224034.37921938382
1755,145577.93927683163
1756,137649.6197488336
1757,177373.0576120982
1758,139722.381992353
1759,172188.83097136972
1760,157771.21788004955
1761,167544.1611411485
1762,159965.67646158306
1763,205357.79433788988
1764,109108.30021051697
1765,119130.53337290301
1766,252768.9485266234
1767,284499.4530743481
1768,126308.79024963158
1769,138216.9369798154
1770,122423.32647491802
1771,215910.6971119258
1772,177344.67600658664
1773,206605.24664656556
1774,30812.598788637075
1775,166624.127719595
1776,180987.92060355903
1777,185100.89576177773
1778,102696.67390057855
1779,73075.41812664836
1780,137750.22974317198
1781,121088.64862230823
1782,108716.95093846749
1783,122046.08686879404
1784,193273.6063316689
1785,120809.91463991239
1786,187028.29842416674
1787,77717.02346297652
1788,42038.19976856492
1789,77014.8851521749
1790,148097.24150878852
1791,161289.12695055004
1792,135937.22620028188
1793,126438.5583375594
1794,105014.00786626698
1795,142673.62511236875
1796,78881.26595820599
1797,87885.27314561869
1798,147096.20685953653
1799,244897.87986644002
1800,130656.56571474673
1801,142767.6872914064
1802,138173.64414270106
1803,111249.21853838487
1804,111759.60999050106
1805,173891.49358447612
1806,95527.10985538304
1807,141952.6980742893
1808,145597.2335036262
1809,117311.93524199417
1810,187036.88155251884
1811,141203.83913720155
1812,137886.9664883315
1813,188544.74062233532
1814,201550.63147528731
1815,187249.8812095296
1816,125230.10580394145
1817,85418.49431910463
1818,92380.72907979191
1819,87855.43886927736
1820,67392.98605979793
1821,147814.17194226952
1822,109909.46229625677
1823,178615.2694127552
1824,136375.44650353433
1825,85998.14673120425
1826,159415.90590911615
1827,181771.80036731472
1828,151351.34441852916
1829,131797.0084506953
1830,106377.42237745547
1831,173602.29546453315
1832,147326.41557765251
1833,172037.68717398407
1834,145623.45718595939
1835,160024.45353807602
1836,222803.62327230064
1837,176033.53700799937
1838,249863.6979775168
1839,132806.58291258814
1840,77944.88703967254
1841,77820.027111099
1842,122009.17878689703
1843,126957.3055366873
1844,131514.75695969127
1845,127521.07631168334
1846,163754.89398486898
1847,144237.2749647096
1848,74995.49949956573
1849,154495.89547177148
1850,137764.57478327755
1851,165342.64421167676
1852,125299.08136200371
1853,67894.0289882016
1854,103161.30915288877
1855,70044.54178184202
1856,195837.58244307127
1857,208799.13286881405
1858,127614.21265559223
1859,130732.06545141638
1860,104404.37877445611
1861,130872.69917352886
1862,397375.80752097786
1863,391320.21038732835
1864,391340.8799283622
1865,323746.7160010741
1866,343357.66626659065
1867,236429.60161587095
1868,300491.98640290345
1869,177673.7304476825
1870,262355.8683140205
1871,253091.44636473322
1872,181325.08014888086
1873,228502.0365220996
1874,134581.32120483406
1875,149006.2842923883
1876,185481.45535980244
1877,186905.5636338528
1878,229870.22434306875
1879,124826.75963234223
1880,173498.92301680095
1881,269257.2852616839
1882,253751.2177366911
1883,145679.3511287086
1884,167675.5729740915
1885,225027.94616095588
1886,274625.01573335665
1887,221356.90331323838
1888,282585.7270148672
1889,136273.54885547617
1890,140039.72636117163
1891,159729.29417307553
1892,229051.485134942
1893,172530.51860923506
1894,121782.14084908497
1895,150324.65260113863
1896,159243.52563672414
1897,183268.92475228477
1898,134891.15587005648
1899,138120.07568001188
1900,146847.77842116597
1901,174317.37522663007
1902,101353.85607123791
1903,161178.06064329052
1904,234023.68254440933
1905,153241.64534523862
1906,202259.10474389908
1907,150540.7263193452
1908,89337.35623586194
1909,110448.06873433011
1910,67724.93439843791
